C:\Users\vinay\Downloads\video_pexels\videos\tensorflow\nanoGPTswiGLUV2\train.py:209: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
C:\Users\vinay\Downloads\video_pexels\videos\venv\Lib\site-packages\torch\amp\grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = cpu
Overriding: compile = False
Overriding: eval_iters = 100
Overriding: log_interval = 1
Overriding: block_size = 128
Overriding: batch_size = 24
Overriding: n_layer = 6
Overriding: n_head = 6
Overriding: n_embd = 192
Overriding: max_iters = 4000
Overriding: lr_decay_iters = 4000
Overriding: dropout = 0.0
tokens per iteration will be: 3,072
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 2.67M
num decayed parameter tensors: 26, with 2,691,264 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 1392: loss 1.3684, time 1272.67ms, mfu 0.01%
iter 1393: loss 1.4019, time 1223.01ms, mfu 0.01%
iter 1394: loss 1.3671, time 1272.39ms, mfu 0.01%
iter 1395: loss 1.3731, time 1192.29ms, mfu 0.01%
iter 1396: loss 1.3027, time 1292.36ms, mfu 0.01%
iter 1397: loss 1.4053, time 1226.03ms, mfu 0.01%
iter 1398: loss 1.3769, time 1157.85ms, mfu 0.01%
iter 1399: loss 1.3173, time 1177.91ms, mfu 0.01%
iter 1400: loss 1.3281, time 1190.43ms, mfu 0.01%
iter 1401: loss 1.3781, time 1318.54ms, mfu 0.01%
iter 1402: loss 1.4450, time 1223.70ms, mfu 0.01%
iter 1403: loss 1.4099, time 1125.77ms, mfu 0.01%
iter 1404: loss 1.3645, time 1129.52ms, mfu 0.01%
iter 1405: loss 1.4104, time 1100.13ms, mfu 0.01%
iter 1406: loss 1.4085, time 1191.52ms, mfu 0.01%
iter 1407: loss 1.3862, time 1300.58ms, mfu 0.01%
iter 1408: loss 1.3571, time 1192.76ms, mfu 0.01%
iter 1409: loss 1.3854, time 1178.57ms, mfu 0.01%
iter 1410: loss 1.4764, time 1140.34ms, mfu 0.01%
iter 1411: loss 1.4024, time 1171.82ms, mfu 0.01%
iter 1412: loss 1.3883, time 1207.46ms, mfu 0.01%
iter 1413: loss 1.3862, time 1240.39ms, mfu 0.01%
iter 1414: loss 1.3679, time 1210.72ms, mfu 0.01%
iter 1415: loss 1.3730, time 1155.23ms, mfu 0.01%
iter 1416: loss 1.4348, time 1176.58ms, mfu 0.01%
iter 1417: loss 1.3462, time 1182.98ms, mfu 0.01%
iter 1418: loss 1.3462, time 1196.68ms, mfu 0.01%
iter 1419: loss 1.3553, time 1174.95ms, mfu 0.01%
iter 1420: loss 1.3893, time 1125.57ms, mfu 0.01%
iter 1421: loss 1.4001, time 1352.73ms, mfu 0.01%
iter 1422: loss 1.3490, time 1093.94ms, mfu 0.01%
iter 1423: loss 1.3964, time 1097.65ms, mfu 0.01%
iter 1424: loss 1.3690, time 1113.63ms, mfu 0.01%
iter 1425: loss 1.4019, time 1158.51ms, mfu 0.01%
iter 1426: loss 1.3812, time 1191.38ms, mfu 0.01%
iter 1427: loss 1.3895, time 1147.42ms, mfu 0.01%
iter 1428: loss 1.3568, time 1145.93ms, mfu 0.02%
iter 1429: loss 1.3508, time 1145.98ms, mfu 0.02%
iter 1430: loss 1.3917, time 1165.43ms, mfu 0.02%
iter 1431: loss 1.3413, time 1162.92ms, mfu 0.02%
iter 1432: loss 1.3548, time 1177.58ms, mfu 0.02%
iter 1433: loss 1.3605, time 1222.70ms, mfu 0.01%
iter 1434: loss 1.3913, time 1195.43ms, mfu 0.01%
iter 1435: loss 1.3390, time 1258.44ms, mfu 0.01%
iter 1436: loss 1.3587, time 1261.50ms, mfu 0.01%
iter 1437: loss 1.3344, time 1248.32ms, mfu 0.01%
iter 1438: loss 1.4493, time 1161.92ms, mfu 0.01%
iter 1439: loss 1.3747, time 1136.77ms, mfu 0.01%
iter 1440: loss 1.3574, time 1435.20ms, mfu 0.01%
iter 1441: loss 1.4029, time 1449.78ms, mfu 0.01%
iter 1442: loss 1.3726, time 1371.45ms, mfu 0.01%
iter 1443: loss 1.3608, time 1445.43ms, mfu 0.01%
iter 1444: loss 1.3883, time 1256.32ms, mfu 0.01%
iter 1445: loss 1.3397, time 1364.43ms, mfu 0.01%
iter 1446: loss 1.3748, time 1447.53ms, mfu 0.01%
iter 1447: loss 1.4746, time 1398.16ms, mfu 0.01%
iter 1448: loss 1.3283, time 1322.24ms, mfu 0.01%
iter 1449: loss 1.3713, time 1287.88ms, mfu 0.01%
iter 1450: loss 1.4319, time 1345.61ms, mfu 0.01%
iter 1451: loss 1.3229, time 1249.96ms, mfu 0.01%
iter 1452: loss 1.3997, time 1399.96ms, mfu 0.01%
iter 1453: loss 1.4269, time 1256.16ms, mfu 0.01%
iter 1454: loss 1.4221, time 1467.46ms, mfu 0.01%
iter 1455: loss 1.3554, time 1448.75ms, mfu 0.01%
iter 1456: loss 1.3589, time 1541.99ms, mfu 0.01%
iter 1457: loss 1.3821, time 1399.37ms, mfu 0.01%
iter 1458: loss 1.3058, time 1333.89ms, mfu 0.01%
iter 1459: loss 1.3868, time 1494.79ms, mfu 0.01%
iter 1460: loss 1.3899, time 1274.26ms, mfu 0.01%
iter 1461: loss 1.3525, time 1356.03ms, mfu 0.01%
iter 1462: loss 1.3958, time 1368.58ms, mfu 0.01%
iter 1463: loss 1.3769, time 1332.90ms, mfu 0.01%
iter 1464: loss 1.3385, time 1340.31ms, mfu 0.01%
iter 1465: loss 1.4215, time 1321.42ms, mfu 0.01%
iter 1466: loss 1.3819, time 1446.53ms, mfu 0.01%
iter 1467: loss 1.3764, time 1527.07ms, mfu 0.01%
iter 1468: loss 1.3974, time 1416.93ms, mfu 0.01%
iter 1469: loss 1.3365, time 1493.36ms, mfu 0.01%
iter 1470: loss 1.3412, time 1586.63ms, mfu 0.01%
iter 1471: loss 1.4107, time 1417.63ms, mfu 0.01%
iter 1472: loss 1.3372, time 1282.37ms, mfu 0.01%
iter 1473: loss 1.3946, time 1287.77ms, mfu 0.01%
iter 1474: loss 1.3824, time 1177.31ms, mfu 0.01%
iter 1475: loss 1.3234, time 1302.30ms, mfu 0.01%
iter 1476: loss 1.3865, time 1224.93ms, mfu 0.01%
iter 1477: loss 1.3795, time 1353.74ms, mfu 0.01%
iter 1478: loss 1.3809, time 1340.37ms, mfu 0.01%
iter 1479: loss 1.3437, time 1258.65ms, mfu 0.01%
iter 1480: loss 1.3765, time 1469.11ms, mfu 0.01%
iter 1481: loss 1.3549, time 1182.83ms, mfu 0.01%
iter 1482: loss 1.3830, time 1062.39ms, mfu 0.01%
iter 1483: loss 1.3589, time 1247.54ms, mfu 0.01%
iter 1484: loss 1.3798, time 1342.09ms, mfu 0.01%
iter 1485: loss 1.3515, time 1313.27ms, mfu 0.01%
iter 1486: loss 1.3951, time 1427.07ms, mfu 0.01%
iter 1487: loss 1.3471, time 1180.51ms, mfu 0.01%
iter 1488: loss 1.3998, time 1100.87ms, mfu 0.01%
iter 1489: loss 1.3177, time 1042.87ms, mfu 0.01%
iter 1490: loss 1.3481, time 1055.92ms, mfu 0.01%
iter 1491: loss 1.3886, time 1054.86ms, mfu 0.01%
iter 1492: loss 1.3873, time 1059.57ms, mfu 0.01%
iter 1493: loss 1.3646, time 1104.37ms, mfu 0.01%
iter 1494: loss 1.3928, time 1149.12ms, mfu 0.01%
iter 1495: loss 1.4266, time 1441.38ms, mfu 0.01%
iter 1496: loss 1.3806, time 1222.46ms, mfu 0.01%
iter 1497: loss 1.4240, time 1224.07ms, mfu 0.01%
iter 1498: loss 1.3744, time 1323.19ms, mfu 0.01%
iter 1499: loss 1.3510, time 1176.42ms, mfu 0.01%
step 1500: train loss 1.3635, val loss 1.5928
saving checkpoint to out-shakespeare-char
iter 1500: loss 1.3803, time 81300.22ms, mfu 0.01%
iter 1501: loss 1.4026, time 1499.34ms, mfu 0.01%
iter 1502: loss 1.2987, time 1516.65ms, mfu 0.01%
iter 1503: loss 1.3781, time 1393.89ms, mfu 0.01%
iter 1504: loss 1.3638, time 1457.36ms, mfu 0.01%
iter 1505: loss 1.3669, time 1443.78ms, mfu 0.01%
iter 1506: loss 1.2922, time 1188.48ms, mfu 0.01%
iter 1507: loss 1.3049, time 1234.11ms, mfu 0.01%
iter 1508: loss 1.3779, time 1431.23ms, mfu 0.01%
iter 1509: loss 1.3251, time 1062.31ms, mfu 0.01%
iter 1510: loss 1.3887, time 1175.41ms, mfu 0.01%
iter 1511: loss 1.3591, time 1367.25ms, mfu 0.01%
iter 1512: loss 1.3585, time 1450.71ms, mfu 0.01%
iter 1513: loss 1.3895, time 1154.50ms, mfu 0.01%
iter 1514: loss 1.3418, time 1195.73ms, mfu 0.01%
iter 1515: loss 1.2911, time 1340.00ms, mfu 0.01%
iter 1516: loss 1.3441, time 1059.13ms, mfu 0.01%
iter 1517: loss 1.3367, time 1077.99ms, mfu 0.01%
iter 1518: loss 1.4050, time 1155.98ms, mfu 0.01%
iter 1519: loss 1.3227, time 1408.02ms, mfu 0.01%
iter 1520: loss 1.3321, time 1267.41ms, mfu 0.01%
iter 1521: loss 1.3552, time 1277.64ms, mfu 0.01%
iter 1522: loss 1.3654, time 1408.48ms, mfu 0.01%
iter 1523: loss 1.3875, time 1285.17ms, mfu 0.01%
iter 1524: loss 1.3095, time 1329.98ms, mfu 0.01%
iter 1525: loss 1.3307, time 1383.35ms, mfu 0.01%
iter 1526: loss 1.4612, time 1469.27ms, mfu 0.01%
iter 1527: loss 1.2797, time 1527.55ms, mfu 0.01%
iter 1528: loss 1.3434, time 1382.57ms, mfu 0.01%
iter 1529: loss 1.3479, time 1526.84ms, mfu 0.01%
iter 1530: loss 1.3093, time 1367.66ms, mfu 0.01%
iter 1531: loss 1.2929, time 1404.40ms, mfu 0.01%
iter 1532: loss 1.3801, time 1177.43ms, mfu 0.01%
iter 1533: loss 1.3719, time 1093.06ms, mfu 0.01%
iter 1534: loss 1.2783, time 1106.00ms, mfu 0.01%
iter 1535: loss 1.3901, time 1076.25ms, mfu 0.01%
iter 1536: loss 1.3148, time 1033.49ms, mfu 0.01%
iter 1537: loss 1.3627, time 1047.39ms, mfu 0.01%
iter 1538: loss 1.3670, time 1055.84ms, mfu 0.01%
iter 1539: loss 1.3537, time 1290.64ms, mfu 0.01%
iter 1540: loss 1.3157, time 1308.77ms, mfu 0.01%
iter 1541: loss 1.3956, time 1271.89ms, mfu 0.01%
iter 1542: loss 1.3704, time 1253.02ms, mfu 0.01%
iter 1543: loss 1.3045, time 1159.95ms, mfu 0.01%
iter 1544: loss 1.3119, time 1322.87ms, mfu 0.01%
iter 1545: loss 1.4389, time 1404.30ms, mfu 0.01%
iter 1546: loss 1.3913, time 1356.82ms, mfu 0.01%
iter 1547: loss 1.3642, time 1514.01ms, mfu 0.01%
iter 1548: loss 1.3819, time 1315.00ms, mfu 0.01%
iter 1549: loss 1.3767, time 1489.94ms, mfu 0.01%
iter 1550: loss 1.3792, time 1219.00ms, mfu 0.01%
iter 1551: loss 1.3067, time 1389.05ms, mfu 0.01%
iter 1552: loss 1.3665, time 1372.77ms, mfu 0.01%
iter 1553: loss 1.4263, time 1385.47ms, mfu 0.01%
iter 1554: loss 1.3783, time 713.61ms, mfu 0.01%
iter 1555: loss 1.3417, time 523.49ms, mfu 0.02%
iter 1556: loss 1.3547, time 553.59ms, mfu 0.02%
iter 1557: loss 1.4320, time 511.99ms, mfu 0.02%
iter 1558: loss 1.3076, time 499.19ms, mfu 0.02%
iter 1559: loss 1.3707, time 523.93ms, mfu 0.02%
iter 1560: loss 1.3803, time 505.65ms, mfu 0.02%
iter 1561: loss 1.3652, time 488.69ms, mfu 0.02%
iter 1562: loss 1.3270, time 521.84ms, mfu 0.03%
iter 1563: loss 1.3468, time 554.08ms, mfu 0.03%
iter 1564: loss 1.3780, time 535.33ms, mfu 0.03%
iter 1565: loss 1.3474, time 492.54ms, mfu 0.03%
iter 1566: loss 1.3267, time 537.72ms, mfu 0.03%
iter 1567: loss 1.3477, time 410.22ms, mfu 0.03%
iter 1568: loss 1.3518, time 400.88ms, mfu 0.03%
iter 1569: loss 1.3868, time 405.23ms, mfu 0.03%
iter 1570: loss 1.2959, time 424.53ms, mfu 0.03%
iter 1571: loss 1.3424, time 429.16ms, mfu 0.03%
iter 1572: loss 1.3418, time 458.75ms, mfu 0.03%
iter 1573: loss 1.3618, time 457.15ms, mfu 0.03%
iter 1574: loss 1.3529, time 472.08ms, mfu 0.04%
iter 1575: loss 1.3161, time 1645.92ms, mfu 0.03%
iter 1576: loss 1.3433, time 1684.32ms, mfu 0.03%
iter 1577: loss 1.3958, time 1622.12ms, mfu 0.03%
iter 1578: loss 1.3345, time 1752.76ms, mfu 0.03%
iter 1579: loss 1.3155, time 1755.51ms, mfu 0.02%
iter 1580: loss 1.3834, time 1474.27ms, mfu 0.02%
iter 1581: loss 1.3636, time 1417.45ms, mfu 0.02%
iter 1582: loss 1.3995, time 1513.18ms, mfu 0.02%
iter 1583: loss 1.3465, time 1779.27ms, mfu 0.02%
iter 1584: loss 1.3424, time 1753.30ms, mfu 0.02%
iter 1585: loss 1.3562, time 1650.15ms, mfu 0.02%
iter 1586: loss 1.3842, time 1616.71ms, mfu 0.02%
iter 1587: loss 1.3072, time 1528.03ms, mfu 0.02%
iter 1588: loss 1.3364, time 1592.94ms, mfu 0.02%
iter 1589: loss 1.3829, time 1550.21ms, mfu 0.02%
iter 1590: loss 1.4020, time 1437.98ms, mfu 0.02%
iter 1591: loss 1.3289, time 1658.27ms, mfu 0.02%
iter 1592: loss 1.4155, time 1552.37ms, mfu 0.01%
iter 1593: loss 1.3364, time 1529.12ms, mfu 0.01%
iter 1594: loss 1.3881, time 1638.87ms, mfu 0.01%
iter 1595: loss 1.3473, time 1529.11ms, mfu 0.01%
iter 1596: loss 1.3444, time 1621.15ms, mfu 0.01%
iter 1597: loss 1.3561, time 1800.07ms, mfu 0.01%
iter 1598: loss 1.3275, time 1668.47ms, mfu 0.01%
iter 1599: loss 1.3515, time 1779.33ms, mfu 0.01%
iter 1600: loss 1.2772, time 1898.70ms, mfu 0.01%
iter 1601: loss 1.4137, time 1729.92ms, mfu 0.01%
iter 1602: loss 1.3355, time 1604.87ms, mfu 0.01%
iter 1603: loss 1.2890, time 1559.83ms, mfu 0.01%
iter 1604: loss 1.3534, time 1590.01ms, mfu 0.01%
iter 1605: loss 1.3210, time 1729.40ms, mfu 0.01%
iter 1606: loss 1.3845, time 1753.66ms, mfu 0.01%
iter 1607: loss 1.3853, time 1573.71ms, mfu 0.01%
iter 1608: loss 1.3093, time 1886.68ms, mfu 0.01%
iter 1609: loss 1.3056, time 1830.44ms, mfu 0.01%
iter 1610: loss 1.3676, time 1591.36ms, mfu 0.01%
iter 1611: loss 1.3845, time 1733.65ms, mfu 0.01%
iter 1612: loss 1.2967, time 1632.86ms, mfu 0.01%
iter 1613: loss 1.3625, time 1713.44ms, mfu 0.01%
iter 1614: loss 1.3249, time 1606.23ms, mfu 0.01%
iter 1615: loss 1.3348, time 1321.15ms, mfu 0.01%
iter 1616: loss 1.3047, time 522.73ms, mfu 0.01%
iter 1617: loss 1.3758, time 522.20ms, mfu 0.02%
iter 1618: loss 1.3659, time 521.67ms, mfu 0.02%
iter 1619: loss 1.3923, time 496.52ms, mfu 0.02%
iter 1620: loss 1.3092, time 500.54ms, mfu 0.02%
iter 1621: loss 1.3573, time 491.15ms, mfu 0.02%
iter 1622: loss 1.3948, time 488.42ms, mfu 0.02%
iter 1623: loss 1.3748, time 489.61ms, mfu 0.02%
iter 1624: loss 1.2956, time 474.22ms, mfu 0.03%
iter 1625: loss 1.2776, time 458.35ms, mfu 0.03%
iter 1626: loss 1.4015, time 442.45ms, mfu 0.03%
iter 1627: loss 1.3149, time 473.73ms, mfu 0.03%
iter 1628: loss 1.4010, time 473.01ms, mfu 0.03%
iter 1629: loss 1.3284, time 491.52ms, mfu 0.03%
iter 1630: loss 1.3179, time 491.94ms, mfu 0.03%
iter 1631: loss 1.3888, time 489.39ms, mfu 0.03%
iter 1632: loss 1.3383, time 536.27ms, mfu 0.03%
iter 1633: loss 1.3165, time 536.42ms, mfu 0.03%
iter 1634: loss 1.3427, time 521.71ms, mfu 0.03%
iter 1635: loss 1.3867, time 537.29ms, mfu 0.03%
iter 1636: loss 1.3931, time 522.02ms, mfu 0.03%
iter 1637: loss 1.3792, time 520.69ms, mfu 0.03%
iter 1638: loss 1.3806, time 537.51ms, mfu 0.03%
iter 1639: loss 1.3656, time 504.28ms, mfu 0.03%
iter 1640: loss 1.3690, time 473.85ms, mfu 0.03%
iter 1641: loss 1.3517, time 480.88ms, mfu 0.03%
iter 1642: loss 1.3261, time 482.58ms, mfu 0.03%
iter 1643: loss 1.3045, time 504.58ms, mfu 0.03%
iter 1644: loss 1.2657, time 535.25ms, mfu 0.03%
iter 1645: loss 1.2926, time 536.94ms, mfu 0.03%
iter 1646: loss 1.3612, time 535.88ms, mfu 0.03%
iter 1647: loss 1.3021, time 474.49ms, mfu 0.03%
iter 1648: loss 1.3577, time 457.74ms, mfu 0.03%
iter 1649: loss 1.3562, time 488.79ms, mfu 0.03%
iter 1650: loss 1.3855, time 488.96ms, mfu 0.03%
iter 1651: loss 1.4017, time 474.85ms, mfu 0.03%
iter 1652: loss 1.3198, time 474.34ms, mfu 0.03%
iter 1653: loss 1.3080, time 488.94ms, mfu 0.04%
iter 1654: loss 1.2658, time 489.21ms, mfu 0.04%
iter 1655: loss 1.3111, time 489.86ms, mfu 0.04%
iter 1656: loss 1.3757, time 475.41ms, mfu 0.04%
iter 1657: loss 1.3576, time 474.37ms, mfu 0.04%
iter 1658: loss 1.2837, time 473.55ms, mfu 0.04%
iter 1659: loss 1.3482, time 476.61ms, mfu 0.04%
iter 1660: loss 1.2914, time 475.06ms, mfu 0.04%
iter 1661: loss 1.4157, time 489.42ms, mfu 0.04%
iter 1662: loss 1.3350, time 490.88ms, mfu 0.04%
iter 1663: loss 1.3164, time 471.18ms, mfu 0.04%
iter 1664: loss 1.3305, time 522.06ms, mfu 0.04%
iter 1665: loss 1.3151, time 552.76ms, mfu 0.04%
iter 1666: loss 1.3106, time 537.21ms, mfu 0.04%
iter 1667: loss 1.3764, time 504.09ms, mfu 0.04%
iter 1668: loss 1.3946, time 505.28ms, mfu 0.03%
iter 1669: loss 1.2947, time 473.31ms, mfu 0.04%
iter 1670: loss 1.3347, time 474.44ms, mfu 0.04%
iter 1671: loss 1.3534, time 490.35ms, mfu 0.04%
iter 1672: loss 1.4456, time 504.04ms, mfu 0.04%
iter 1673: loss 1.3374, time 475.38ms, mfu 0.04%
iter 1674: loss 1.3889, time 489.37ms, mfu 0.04%
iter 1675: loss 1.3076, time 553.96ms, mfu 0.04%
iter 1676: loss 1.3594, time 506.18ms, mfu 0.04%
iter 1677: loss 1.3483, time 520.58ms, mfu 0.03%
iter 1678: loss 1.3307, time 474.64ms, mfu 0.04%
iter 1679: loss 1.3414, time 458.90ms, mfu 0.04%
iter 1680: loss 1.3305, time 442.68ms, mfu 0.04%
iter 1681: loss 1.2871, time 425.64ms, mfu 0.04%
iter 1682: loss 1.2553, time 488.44ms, mfu 0.04%
iter 1683: loss 1.3695, time 474.11ms, mfu 0.04%
iter 1684: loss 1.3232, time 474.28ms, mfu 0.04%
iter 1685: loss 1.3476, time 475.06ms, mfu 0.04%
iter 1686: loss 1.3321, time 473.65ms, mfu 0.04%
iter 1687: loss 1.3109, time 489.37ms, mfu 0.04%
iter 1688: loss 1.3794, time 488.77ms, mfu 0.04%
iter 1689: loss 1.3672, time 504.59ms, mfu 0.04%
iter 1690: loss 1.2961, time 504.51ms, mfu 0.04%
iter 1691: loss 1.3378, time 505.37ms, mfu 0.04%
iter 1692: loss 1.3516, time 505.36ms, mfu 0.04%
iter 1693: loss 1.2922, time 505.95ms, mfu 0.04%
iter 1694: loss 1.3630, time 489.05ms, mfu 0.04%
iter 1695: loss 1.3322, time 520.03ms, mfu 0.04%
iter 1696: loss 1.3279, time 505.58ms, mfu 0.04%
iter 1697: loss 1.3480, time 504.69ms, mfu 0.04%
iter 1698: loss 1.3060, time 489.91ms, mfu 0.04%
iter 1699: loss 1.3095, time 521.13ms, mfu 0.04%
iter 1700: loss 1.3444, time 506.32ms, mfu 0.04%
iter 1701: loss 1.3534, time 518.45ms, mfu 0.04%
iter 1702: loss 1.3850, time 489.81ms, mfu 0.04%
iter 1703: loss 1.3267, time 522.58ms, mfu 0.03%
iter 1704: loss 1.3259, time 506.26ms, mfu 0.03%
iter 1705: loss 1.3988, time 520.84ms, mfu 0.03%
iter 1706: loss 1.3561, time 506.64ms, mfu 0.03%
iter 1707: loss 1.3176, time 489.39ms, mfu 0.03%
iter 1708: loss 1.3052, time 426.11ms, mfu 0.04%
iter 1709: loss 1.3210, time 458.03ms, mfu 0.04%
iter 1710: loss 1.3538, time 441.51ms, mfu 0.04%
iter 1711: loss 1.3717, time 474.29ms, mfu 0.04%
iter 1712: loss 1.2978, time 489.47ms, mfu 0.04%
iter 1713: loss 1.3163, time 473.72ms, mfu 0.04%
iter 1714: loss 1.3684, time 473.35ms, mfu 0.04%
iter 1715: loss 1.3623, time 457.73ms, mfu 0.04%
iter 1716: loss 1.3566, time 457.79ms, mfu 0.04%
iter 1717: loss 1.3895, time 489.40ms, mfu 0.04%
iter 1718: loss 1.3229, time 490.93ms, mfu 0.04%
iter 1719: loss 1.3221, time 472.90ms, mfu 0.04%
iter 1720: loss 1.4020, time 475.14ms, mfu 0.04%
iter 1721: loss 1.2985, time 505.88ms, mfu 0.04%
iter 1722: loss 1.3247, time 521.52ms, mfu 0.04%
iter 1723: loss 1.3552, time 521.46ms, mfu 0.04%
iter 1724: loss 1.3694, time 520.85ms, mfu 0.04%
iter 1725: loss 1.3191, time 535.04ms, mfu 0.04%
iter 1726: loss 1.3749, time 553.14ms, mfu 0.03%
iter 1727: loss 1.3004, time 520.91ms, mfu 0.03%
iter 1728: loss 1.3502, time 521.64ms, mfu 0.03%
iter 1729: loss 1.3653, time 536.41ms, mfu 0.03%
iter 1730: loss 1.3389, time 520.53ms, mfu 0.03%
iter 1731: loss 1.3432, time 536.83ms, mfu 0.03%
iter 1732: loss 1.3122, time 536.32ms, mfu 0.03%
iter 1733: loss 1.2757, time 521.37ms, mfu 0.03%
iter 1734: loss 1.3775, time 551.74ms, mfu 0.03%
iter 1735: loss 1.3611, time 537.85ms, mfu 0.03%
iter 1736: loss 1.3435, time 521.51ms, mfu 0.03%
iter 1737: loss 1.3326, time 539.26ms, mfu 0.03%
iter 1738: loss 1.3478, time 535.10ms, mfu 0.03%
iter 1739: loss 1.2926, time 488.99ms, mfu 0.03%
iter 1740: loss 1.3303, time 444.14ms, mfu 0.03%
iter 1741: loss 1.2728, time 443.86ms, mfu 0.03%
iter 1742: loss 1.3163, time 441.12ms, mfu 0.04%
iter 1743: loss 1.2962, time 427.15ms, mfu 0.04%
iter 1744: loss 1.3168, time 457.21ms, mfu 0.04%
iter 1745: loss 1.3006, time 536.54ms, mfu 0.04%
iter 1746: loss 1.3544, time 537.37ms, mfu 0.04%
iter 1747: loss 1.3640, time 537.26ms, mfu 0.04%
iter 1748: loss 1.3675, time 488.35ms, mfu 0.04%
iter 1749: loss 1.3134, time 490.13ms, mfu 0.04%
step 1750: train loss 1.3299, val loss 1.5673
saving checkpoint to out-shakespeare-char
iter 1750: loss 1.3943, time 65684.66ms, mfu 0.03%
iter 1751: loss 1.3810, time 1569.80ms, mfu 0.03%
iter 1752: loss 1.3604, time 1570.61ms, mfu 0.03%
iter 1753: loss 1.4215, time 1566.14ms, mfu 0.03%
iter 1754: loss 1.3383, time 1552.95ms, mfu 0.02%
iter 1755: loss 1.3111, time 1725.72ms, mfu 0.02%
iter 1756: loss 1.3327, time 1613.68ms, mfu 0.02%
iter 1757: loss 1.3806, time 1520.15ms, mfu 0.02%
iter 1758: loss 1.3494, time 1566.48ms, mfu 0.02%
iter 1759: loss 1.3037, time 1550.92ms, mfu 0.02%
iter 1760: loss 1.3783, time 1727.51ms, mfu 0.02%
iter 1761: loss 1.3732, time 566.05ms, mfu 0.02%
iter 1762: loss 1.2981, time 521.24ms, mfu 0.02%
iter 1763: loss 1.3127, time 537.12ms, mfu 0.02%
iter 1764: loss 1.3407, time 457.05ms, mfu 0.02%
iter 1765: loss 1.3591, time 458.64ms, mfu 0.03%
iter 1766: loss 1.3770, time 458.39ms, mfu 0.03%
iter 1767: loss 1.3282, time 538.06ms, mfu 0.03%
iter 1768: loss 1.3340, time 522.06ms, mfu 0.03%
iter 1769: loss 1.2913, time 537.03ms, mfu 0.03%
iter 1770: loss 1.2978, time 522.73ms, mfu 0.03%
iter 1771: loss 1.2884, time 520.00ms, mfu 0.03%
iter 1772: loss 1.4178, time 426.60ms, mfu 0.03%
iter 1773: loss 1.2759, time 465.26ms, mfu 0.03%
iter 1774: loss 1.3775, time 465.64ms, mfu 0.03%
iter 1775: loss 1.4042, time 520.44ms, mfu 0.03%
iter 1776: loss 1.3077, time 520.95ms, mfu 0.03%
iter 1777: loss 1.3619, time 489.50ms, mfu 0.03%
iter 1778: loss 1.3232, time 472.34ms, mfu 0.03%
iter 1779: loss 1.3400, time 474.05ms, mfu 0.03%
iter 1780: loss 1.3480, time 505.03ms, mfu 0.03%
iter 1781: loss 1.3295, time 536.67ms, mfu 0.03%
iter 1782: loss 1.2865, time 538.09ms, mfu 0.03%
iter 1783: loss 1.2939, time 531.36ms, mfu 0.03%
iter 1784: loss 1.3241, time 511.07ms, mfu 0.03%
iter 1785: loss 1.3217, time 536.90ms, mfu 0.03%
iter 1786: loss 1.3427, time 521.56ms, mfu 0.03%
iter 1787: loss 1.3224, time 520.90ms, mfu 0.03%
iter 1788: loss 1.3169, time 474.54ms, mfu 0.03%
iter 1789: loss 1.2920, time 473.91ms, mfu 0.03%
iter 1790: loss 1.2776, time 475.53ms, mfu 0.03%
iter 1791: loss 1.3629, time 490.11ms, mfu 0.03%
iter 1792: loss 1.3071, time 475.05ms, mfu 0.03%
iter 1793: loss 1.2835, time 473.52ms, mfu 0.03%
iter 1794: loss 1.3228, time 519.80ms, mfu 0.03%
iter 1795: loss 1.2631, time 535.66ms, mfu 0.03%
iter 1796: loss 1.3114, time 520.77ms, mfu 0.03%
iter 1797: loss 1.3260, time 521.44ms, mfu 0.03%
iter 1798: loss 1.3299, time 489.84ms, mfu 0.03%
iter 1799: loss 1.3812, time 487.76ms, mfu 0.03%
iter 1800: loss 1.3744, time 475.83ms, mfu 0.03%
